user_id,question_id,question,theme
u-BTeoTD1o5s-bhaB8rBDAp,q-ysByubsE6R-Tizp9Lt2g3,"The transportation available this week was miserable, at best. It did not matter if you chose bus, T, Commuter Rail, or car! The Governor and Mayor did not consider people with childcare issues, or disabled when providing transportation this week.  The decisions to close places were wishy washy!  The Governor and Mayor need to be more assertive to the universities and companies so that the snow can be cleared!",Reliability
u-9Go6hP6gtw-Vc0GGNKSYA,q-3D3DYUOd7D-NBtyL9t2JH,Will there be more busses in South Boston?,Reliability
u-hCCZWFU8kb-XEa486FNYK,q-1bJn6dewbZ-2pPlg1zxsL,"Will a uniform ""space saver"" policy be formally adopted and enforced regarding parking spaces following snowstorms?",Governance and Decision-Making
u-1rkQRcex9c-NMWBvY93LR,q-Fph4xZFtap-3Dxj3jsbV0,What is a way to make bike lanes safe post-snowstorm when bike lanes are covered by cars or snow?,Safety
u-UuREu6aMLw-5C5qD6oNvT,q-9p2Y89LwxU-pDIsSnnXl7,Is it possible to have trains and buses run more often on a regular basis?,Reliability
u-Gh1pw8Heh3-MuFNIRa2RK,q-TvAk3qe98W-47zebEHg0w,Why can't they make transportation easier for college students?,Equity
u-dlHpqScIk0-bD9K1a6wt6,q-ophAFsPdPz-9V5ziEhUsB,How clean and fast will transportation be?,Reliability
u-Hwd4N3mekE-nHduMZM9Xs,q-uywXVxQdBo-WyUNlSGXAN,How soon before we have transit signal priority at EVERY intersection?,Safety
u-8zhV90Cf0S-4Kkea1N0BQ,q-FxiOCmmpSL-0Xg8G1QLSm,Can Boston help to improve the ferry system?  I would use transit more and drive less if the ferry stops outside the city had shelters with heat!,Experiential Quality
u-3PLdYJQJnO-zfUAAI2rVp,q-T6BauR4eOM-cdQprYyQTR,When will North and South station be connected?,Access
u-DSDViv6dsj-fzxwFLBPR7,q-wgNfp0qUrf-EFJbwr1tFH,Will there be a smaller wait time?,Reliability
u-PGeu66Tug7-pVvv6rO36f,q-psUOtfliEs-8BhEqtElNT,What if trains and the commuter rail were free?,Affordability
u-01Eif2ptGJ-TR9Mh2wEcz,q-fjKD7pggmD-xklx5Ak2Yr,How can we make MBTA workers accountable for their poor communication and rudeness to customers?,Safety
u-4YnlytUH7F-xtFG0XzZIs,q-bxLda4s40Z-92TAgyjS6I,How can we address so much snow on small streets?,Experiential Quality
u-StZ18k6dLI-zklF6IReKh,q-Emsbgi5qHK-MRa5HZs9vy,How can we make smarter and more innovative use of our existing parking spaces?,Governance and Decision-Making
u-uea3tV3MF9-5NmciJ58Ir,q-jJUlbxnpEd-HmsBZPPnsR,"How do you plan on modernizing the T, especially the Green B Line, so that the service becomes consistent all year and doesn't collapse during the winter?",Reliability
u-3SP2Qy5IXQ-YPy4W4nLXc,q-fn0PxrK3i0-voeOgAqO6p,Why are there long wait times for the T?,Reliability
u-rZCWr9wROH-t4iAxQJQTl,q-mHfWgd0uCW-qMqjdgGPkA,.@NotifyBoston @GoBoston2030 Can we get buses to meet the needs of our city before we worry about them cleaning the air?,Reliability
u-jZkAD94eC0-RDoC5FXYnU,q-fqyOsJlZ9w-FoFFu6FDZt,How or what do we need to do to get positive advertisements at the bus stops?,Experiential Quality
u-4UopZZzRUe-kQqaB7lf9S,q-0gym53ateo-khdfCY93u5,Will you extend the T to Hyde Park and other parts of the city?,Access
u-Z9XUIfditp-4i4AWE5zYL,q-GW2O5OcL9F-dsLRqR5ACF,When is the Green line going to get timed arrival notifications?,Innovation-Technology
u-0FzWOhvn10-LdQBhCKBk6,q-Y4LRSEkPwM-FM91dhWJT2,Can the T run for longer?,Reliability
u-1MpJbQ7954-4Yq82c0EIh,q-jkQhMlzJr8-yWOErfyZau,How are you going to get people to places that are not near a rail stop?,Access
u-ksEA6P2H88-sBexud5DCF,q-fxEtOo0R6h-atEzc0pLyG,Will transportation become more environmentally friendly in the future?,Sustainability-Climate
u-bJEBoof7Sc-nU9q9psac9,q-r5pWx02q2K-kFd0IimrZj,When will I be able to safely bike all around Boston in protected bike lanes?,Access
u-aEPJiWhnRR-OwkiicMKZz,q-8YREEu6BtU-nm2ARHUG4A,The City is excellent.  You can go anywhere in less than an hour.  There are bike lanes.  I've been in other cities and I've never seen anything better.  You can check your phone to see when the bus is coming.,Experiential Quality
u-eSPiUtOKWy-3prFZix10S,q-79UwYkBGnV-tcCNUzE9Pp,Are we going to get better service without raising the price?,Affordability
u-cx2UVjFIGp-XtOjqHPiKQ,q-mrieaUQMGk-DBIciRelBw,Can I walk all around the peninsula's perimeter uninterrupted?,Access
u-bVKFN5VIvy-LHix6CLNCH,q-icUKnrxHp2-RelBiiXL44,What can we do to stop violence on public transportation?,Safety
u-8EaFxfkfhC-3oYkSF4C6Q,q-IF6UL03h2G-PpcjcoQshu,Can the city of Boston draw lines for designated parking spaces in dense neighborhoods like Roxbury and Dorchester?,Governance and Decision-Making
u-8QCnBKvxO5-xxOeLFJkgw,q-UiygLLfi4y-WSfjcj20i1,Start cleaning the snow so that taxpayers can have their children and senior citizens maneuver more safely in the community.,Experiential Quality
u-1de4oQh2p5-2zsFYrMzUf,q-mcjVk44JOv-XCgiNN3W5R,How can I find the most efficient combination of buses and trains to get to somewhere? Google maps doesn't always work.,Innovation-Technology
u-vczz6FDZZK-84wVB9Dep6,q-8TyyGV75XX-DSxRa2sSTx,Can we have more and safer bike lanes in the city center?,Access
u-vjXVYBeHy8-I28MY0nxdE,q-NWvSi7jQm0-BpuXBDkY8U,"Why are too many buses going by with ""Out of Service"" on them?  There seems to be 3 ""Out of Service"" for every one ""on time"" bus.  ",Reliability
u-IBYHL6a7VJ-4ZynFVSbrz,q-ARHB0BONLm-QsvsVZsr2V,Is it possible to set up a subway system that runs every weekday and has express trains that make fewer stops during rush hour while local trains make more stops?,Reliability
u-HRUA4AYqBI-pO0bTk5Oai,q-c7nOyJAjYY-IxIJAAjF8q,"Is it possible to have more infrastructure - bridges, tunnels, overpasses?  Boston can't expand until we get more.  ",Access
u-uYHcb7B0RQ-fhKKCycazM,q-oA4b7TQM5u-H2AMAkXLMA,"Why do cars always get the priority? My road was cleared of snow before my sidewalk, and bike paths have yet to be cleared!",Experiential Quality
u-firQv4eje6-IseT02KNHS,q-gCfBRqMc9S-NPd5fNBmo0,"Why don't we use recycled materials to create new seating for trains? The blue seat covers are screaming for germs!  If we create flat, easy to clean surfaces, we could not only create sustainable seating, but operate in a more health-conscious manner as a city. Thank you!!",Health
u-cLjWTQYlAs-htKXutHOnI,q-xr4Ou9hj3U-ioFYxGnLOD,Will we have arrival times updated live in every bus stop in the city so we can better plan our trips?,Reliability
u-43K34uhnnT-4N7ovTjZUB,q-wxi39Ykaei-EWa419N4jx,"What will you do to improve bus timing and reliability with buses in the metro-Boston area, especially during rush hour traffic?",Reliability
u-zuvqJJd2Lv-A1jEXVI1co,q-ulCdmOwTBp-5eXJsGdl0V,At what age do kids have to pay for the T?,Affordability
u-5jXzhWYIO7-Kc5njmJPs3,q-KTlaTE2Pc3-F1emMhjr7K,Why is the bike service so expensive?,Affordability
u-7zqg978bx3-OiXK2V7yRr,q-JiSQgO39ns-rujbzV0JXP,"If I spend a ton of money for a tiny place in the city, so that I can be walking distance to work, why do I pay (implicitly) for the city to provide free parking for everyone else? If I move a little further away, why are my buses late because of outside commuter traffic? I want to pay taxes to the city of Boston, and spend hundreds of dollars per year on Charlie Cards, but it feels like I'm subsidizing people who are living just outside the borders.",Affordability
u-aT56ISo2C4-R0PmnukRM2,q-zlYyo9x48J-PBRp0xP3G4,When are we going to update the trolley system like Switzerland has? why are we behind?,Innovation-Technology
u-eAKNycoMiv-YDvgRlv7tf,q-LFAxoBtPys-ekKoEUE0Vv,Can we have bigger buses with more space?,Innovation-Technology
u-QUehZ46b3W-BY6l5rIdtn,q-Cvb8lljtSs-7EIGR0EASh,Will the service get better?,Reliability
u-CRN8FEzKor-5x26xmsPy3,q-HMFtyvRqRn-fydeaI8ASq,How can we make cycling THE WAY to get around Boston?,Governance and Decision-Making
u-6fuerTZeWU-rwlYRkxV8a,q-nYnG7YLCUe-orDmnMlSSY,Will Boston ever be able to compete with other word class cities' transportation systems in terms of efficiency and reliability?,Reliability
u-LbVUephzzQ-WGo7hq0ajn,q-MQJQwfVDWO-oFwfUFAyqy,"How will the City insure that ALL future transit oriented development is affordable to low/moderate income people, with low/moderate income being defined as 60-80% of the current Boston median income?",Affordability
u-kurzTF2ztN-vipXOgdbuW,q-qs8edn10HR-xL9lxIzsKa,When will we get a subway line down Blue Hill Ave?,Access
u-xPAUb9Awlv-7BX1WXyMYP,q-mmB44uYwjF-uVjzhcnMnz,"Will there be a bus or train stop within one block of my house when I am elderly, even if that line alone loses revenue (costs more than fares)?",Affordability
u-oNUuiYg3Ny-WUfOjpxwNI,q-Gxa7f4kBOF-ub57rxEuD8,Are you going to be able to charge your phone on all transportation?,Experiential Quality
u-vmqQ9CXffa-YB1HXZs0q7,q-tuEJ7XscYW-MGtkbmgvEP,Why hasn't a protected bicycle lane or cycle track connection between the esplanade and the fenway happened yet?,Access
u-UyNr7TdpHR-E5bi6eWJC7,q-myo3jrmC98-GIi4t3dHtT,Why doesn't the city charge more for cars to drive into/through the city during peak periods? Why doesn't Boston build more parking garages and force people to use them in lieu of on street parking?,Sustainability-Climate
u-zdVzwLe7RI-S2gX1wOJbQ,q-fTb2CMno3j-m2ifs7oXHo,Can the sun/solar power be used to power buses and trains?,Sustainability-Climate
u-MIWoycbi13-qsXhI1TOdA,q-E9H8DxHnrK-OIrw7hvVpe,How come the prices for transportation on the T go up so often?,Affordability
u-mWJpslk3w3-kG2oRJ07Ze,q-6Hj6BCMdrZ-6cfVHklsSH,"With the poor economy, why are there raises in the price of transportation?",Affordability
u-Dk6tOqLHTr-DQct6dbYBs,q-ShTtm3mIgo-kDLZSqd6en,How will bicycles be accommodated by the T all day long?,Access
u-MuFAVn3e1M-WRyspziXyj,q-qdKKMZkLA3-p4EiL9y9vq,"why don't city bikes have helmets available as they do in Melbourne, Australia?",Safety
u-nktxVzqLK8-GfJBrU03qC,q-68Hj7HCfnS-k7VDOt2dr3,"Is there a plan for more affordable housing, thus eliminating the need for workers in Boston to commute?",Affordability
u-vAFbh5lEPh-HZRVgvrWwJ,q-wu4uCYEk17-KebX4LgsB8,"Will we stop forcing developers to include more offstreet parking than they would otherwise, which increases housing costs, air pollution, traffic, and demand for limited onstreet parking?",Access
u-PzC7JK4tgo-fgI2Z2cIWh,q-yxRyA4BLTY-6fgvb1ZrQE,Can we restore the Old Northern Avenue Bridge as a car-free route between downtown and the Seaport?,Access
u-lBMobpP2EN-T3vNe6lxoo,q-SsSD7H3P74-2VKgOzBtjH,Can we ride bikes when we grow up?,Access
u-9sjfp9bsep-RmQfoqZuTf,q-yrkADJHKNY-C3uH5gAAqT,Why don't they make new bus and trains?,Experiential Quality
u-zTOn5vF178-KsICyY8Ksg,q-TKwtc8gwYx-GsxxacVEq2,How can we generate greater appreciation for the pedestrian as part of the development process?,Safety
u-3PLdYJQJnO-zfUAAI2rVp,q-HKeeyu9jgq-2RBsr3n9gp,When will there be shorter handles within MBTA trains?,Experiential Quality
u-MTM0cWMobI-PqCpp18ICh,q-u6rwWetrNt-avtpSnCUbd,How will I ride my bike safely through the WHOLE city (Not just the bike friendly parts!)?,Access
u-LqW6UuCLnN-OpjrStwgPZ,q-4LjLIlNEwu-JDhLbkRiJl,What if the sidewalks were unbroken?,Safety
u-P4UzwlWFX6-Vo4OBP0dPX,q-GsXbvFdVZE-jIGxrE3PfE,What if our roads fed the grid? @GoBoston2030 wants to hear your questions on the future of transportation http://t.co/3SeFesIvjF,Innovation-Technology
u-zhZ3ePSSlD-fbF5hxBTbq,q-Fr44MeLo6g-Cyu0Qw8ddi,"Could we have more visible, consistently present street signs (names of streets)?",Access
u-hCWcS9XWn4-Mxe4z1yact,q-ERXhvqGnWE-xA68xdo8mR,"As our population ages, how will we accommodate their needs?",Access
u-uYHcb7B0RQ-fhKKCycazM,q-Tg5DCAyBzW-4yyVXwadVR,Why not make separate opposite direction lanes for cyclists on wide streets that are one way for cars?,Access
u-wQB0aiUMDd-6Jtv680jts,q-fBvH1MxCbE-iBFfjoe9ac,"When the Baby Boomers need more handicapped accessible transit, will we be ready?",Access
u-SCyZjcIgby-hRKkBTmARL,q-cUZAr2JUiu-Z8ORXXEEgA,"Can biking in Boston ever be safe enough that everyone - young and old - feels comfortable doing it?  I've biked in Boston since I was 10 or 11 (34 now) but there is a serious learning curve.  Is there bike infrastructure that would make it easier and safer for novice bicyclists, especially those who are not necessarily in great physical shape, to take advantage of the benefits of biking in the city?",Safety
u-6LjZ4IqlHA-qia08B3R8L,q-YHwfC5WohJ-LTsQy8CnK2,Is there a liaison IN THE MAYOR'S OFFCE with the MBTA,Governance and Decision-Making
u-chc0kWLMTP-uXlh0U265C,q-lycX3DtYI5-4YdvcG1tdJ,"Can we improve bike training, especially for Hubway users (like helmets)?",Safety
u-Xi1fxEEeUT-XzChrDR1aU,q-ahfCpOUfn6-sPK3fwCEu5,"When are we going to get good transportation in the inner city, like fast trains?",Equity
u-KTFo0YOCFq-trzngjT0ev,q-044QsO9GXP-8PnngtuNbD,Can you build trains that can plow the snow?,Innovation-Technology
u-GWFNuSvhmd-1pKcbNnA3K,q-Ss8MWgCpxq-dw0ihWwVCZ,What happens to the Mattapan trolley line when the trolleys finally wear out?,Reliability
u-8gy3Ybikyd-bnUZ08UBuR,q-4BbNG3Ao6f-fZZpUDZREz,Blue line to Lynn and Salem please?,Access
u-Hk0kVaz2tU-BdfEBHoO3B,q-95ggu0aDSu-gwS028uMRt,What is Boston doing to cut down on our reliance on automobiles?  As an avid cyclist I support programs like Hubway but we need biking in Boston to be safer.,Sustainability-Climate
u-iUwYs4osUX-AxaL7vY7dF,q-1dNSCNOW9s-IjxJydrNB6,Where are the best/safest routes to ride a bike with kids?,Access
u-CCnKaoEfGl-ddTvD4KISp,q-bhB1b6NYpV-uNQGvb8wqM,"Life for the urban dweller can also be improved externally as well as internally.  For instance, public transportation can be given an added function by serving the cultural sector of a community. For instance, excursion trains can bring car-free visitors to enjoy a city's cultural scene.   And counterwise, urban dwellers can enjoy excursions leading outside the city.",Experiential Quality
u-v4RqDt1qQL-h1qgPVtrsq,q-OaMn91vjFx-fdJXkmn62s,"What are the city's goals to improve biking in Dorchester? Only time I've felt unsafe biking in the city has been in Dorchester...and we have the most greenspace, too!",Access
u-Z7IrWsODhN-kRam6VrFxk,q-gfNMNNFRvg-Dwh0kn3zQC,Will the buses ever be on time and more frequent?,Reliability
u-qXnDvqtA7E-s3JtbvwLYg,q-BpiDsBD4Bt-P4YBj3WFVh,Why don't we put in a monorail?,Innovation-Technology
u-zTOMwDhZ0j-GNZ0Odzk6I,q-nMMSln8EwD-CaeeB5tGgp,Can we coordinate shuttle services for residents who live farther from bus stops?,Access
u-xSuSt3887v-CwOUJhpths,q-I2hwInDM1Z-VnPdtMSXJ1,When will the blue line be extended further North to places like Salem or Beverly?,Access
u-aitkjqWsuo-Ms0pyUePeJ,q-V5s3aapBmT-W9GA17sh6p,How will I get my granddaughter to school with the high prices of the bus?,Affordability
u-cElzhgtMS4-6Lqoe9Tw91,q-zCN6Q75aBx-jl3c8Iea9m,"Faster and smaller roads for bikes, skateboards, and small cars?",Access
u-yJAnniWWn0-GOAKhOOW0F,q-DncAe40vcI-9V0A9zTumM,Will there be solar panel buses in 2030?,Innovation-Technology
u-umchh1rz5L-hbjbof4hHu,q-qqkP1eUsd5-8MEhlpDIOe,"So we know that there's technology to build roads and bike paths out of solar panels.  How about sidewalks?  And to take it a step further, if sidewalks where made out of solar panels, could the panels also radiate heat in the winter, so when it snows, the city can just flip a switch and the snow will melt away?",Sustainability-Climate
u-DhJytoG4rq-IuZm1fIpvi,q-PABGasAWH9-zy8eLwr087,"Can we have good snacks on the buses, like popcorn?",Experiential Quality
u-GuIOqxYtsR-JNSxu7nrgc,q-UNuRiQ6Ofm-oy1ikHmh4L,How come the price to ride the train and bus goes up?,Affordability
u-4Irq0OGHzX-Ii1nbJEMdR,q-QFPUDZuBbJ-fB3BeWrBZb,Periodic maintenance of rail tracks to avoid delays. Reduce waiting time between trains.,Reliability
u-xx6OmLT5Bg-3zx21ULU5j,q-FYKb6nznNp-wDEwNEBh7k,What is Boston's plan to expand Uber?,Access
u-tVMYBqGttc-Yt5wnWSX77,q-xftN0rbt7Y-4RyoNKQr9L,Will there be safer streets?,Safety
u-0e537CNRQT-J0wJoM9Y4I,q-FLdD5iym46-4VIkSHRb59,@NotifyBoston @GoBoston2030 It's hard to talk of the future if they take the big step backward of eliminating late night T service. @MBTA,Reliability
u-2Wy1v8Ydj9-MfWoJGRhLT,q-HKMaK4gj2L-ejkDIlzP9J,How would you protect the solar panels if the roads become solar panels and are covered in show plus heavy car's and trucks.,Sustainability-Climate
u-yi4ruE8l4A-508k6IIs3b,q-0j0kd3rFke-l56OHcyhje,Can we create a new red line T stop above Morrisey Boulevard?,Access
u-NhflcXvwaM-0CRtEOKKJK,q-JvE3GYE7yc-zgkE4mHmKi,"With construction bringing new apartments and more office and retail space to the city every year, what will be done with the MBTA and Commuter Rail system to make sure the transportation system can handle the population increase?  ",Resiliency
u-rDJ9wX1ft3-2MDmAAgRoV,q-DStGZ01kK5-FFszDVFYKq,When will we get the complete streets study implemented in Grove Hall?,Access
u-jotaiNeX2o-NlK2lxX7AA,q-STgjQh7p2d-mSyTm1BEip,How will the city deal with snow removal so pedestrians and bicyclists can safely get around after big snow storms since we seem to be getting more and more of them?,Experiential Quality
u-xGg3COyL3G-bdebx7gxf9,q-GoPG4tqnuX-Rk2saatikK,Why would you change the horrible system?,Experiential Quality
u-VM0KZgELW9-gLCvqZxQod,q-qcDKPjYiN4-LVpMJwB2IC,Can we find efficient ways of cross-town travel and figure out how to unite the sides of the Charles?,Access
u-2usNch2qmT-GDbQ1DIV90,q-6EkMq2R0gw-klrGbziJRU,"Can the buses come more frequently and on the weekends?  Especially the #45, #15, and #44 buses.",Reliability
u-cjkx0jaOau-ZZxt359jdj,q-dCDp76Quaw-0fjmNggbfE,In the future will there be express lanes to Boston?,Access
